가게 이름,별점,리뷰 수,태그들
네네치킨 쌍문점,3.7,3,
대한분식,5.0,1,
무이식당,4.9,29,#제로페이
덮덮밥 서울수유점,0,0,
삼첩분식 수유점,1.0,3,
일미리금계찜닭 서울수유점,0,0,
하이파스타,0,0,
덕수파스타 수유점,0,0,
파스타왔어요 서울수유점,0,0,
전주식당,0,0,
교동찜닭 수유점,0,0,
욕쟁이할매닭발&불냉면 수유점,5.0,2,
촉새야식,0,0,
수유손만두,3.7,3,#제로페이
노가리닷컴,0,0,
수유리민물장어맛집,5.0,7,"#점심식사, #혼밥, #제로페이"
핫미남스핫도그,0,0,
둘레길도시락,0,0,
유명집,2.3,3,#제로페이
황학동곱창and막창,0,0,
연어아저씨 수유직영점,5.0,1,
파스타딜리,0,0,
봉평메밀촌,4.3,3,
왔다삼겹살,5.0,2,#제로페이
미쳐버린파닭 수유점,2.0,3,#제로페이
우아한푸드,0,0,
강앤서푸드,0,0,#카카오페이
파스타입니다 수유점,0,0,
순김밥,0,0,
창동숯불돼지갈비,3.3,27,"#노포, #제로페이"
창동식당,0,0,#제로페이
매그넘,3.6,7,"#데이트코스, #분위기좋은, #비어카페, #세계맥주, #수제맥주, #친목모임, #제로페이"
와와쪽갈비 창동점,4.0,7,#제로페이
광해수산,4.2,6,#제로페이
국수나무 창동점,4.0,8,"#가족모임, #혼밥, #카카오페이, #제로페이"
호운소곱창,4.6,7,#제로페이
신전떡볶이 창동점,5.0,2,#제로페이
치킨매니아 창동역점,3.8,5,#제로페이
나렌시아케이크,5.0,2,"#떡케이크주문제작, #케이크주문제작, #제로페이"
,10,,
하루방유황오리,4.2,6,"#가족모임, #친목모임, #제로페이"
피자나라 치킨공주 창5동점,2.5,2,"#치킨, #피자, #후라이드, #제로페이"
한끼어때,0,0,
킹스김밥,0,0,
"헤이,카롱",5.0,4,"#카카오페이, #제로페이"
응급실국물떡볶이 서울창동역점,0,0,
명인갈비 창동점,4.3,6,"#가족모임, #이동약자접근, #점심특선, #친목모임, #제로페이"
전골집,0,0,#제로페이
광어1마리15000,5.0,5,"#가성비좋은, #혼술, #회포장, #제로페이"
호식이두마리치킨 창동점,1.7,6,
채선당 쌍문점,3.9,11,"#가족모임, #제로페이"
충무미소김밥 창동점,5.0,1,
멕시카나치킨 쌍문점,3.0,6,#제로페이
순천식당,2.6,5,#제로페이
신떡순 쌍문점,5.0,2,
국수&김밥,5.0,6,"#국수김밥맛집, #점심식사, #혼밥, #제로페이"
참치라이더 쌍문점,0,0,
뜨락식당,3.0,1,"#친목모임, #제로페이"
작전본부 쌍문본점,4.6,5,"#도봉구맛집, #숯불닭꼬치, #쌍문동닭꼬치, #쌍문동맛집, #쌍문동배달맛집, #술한잔하기좋은, #제로페이"
징기스칸,5.0,2,#제로페이
메리엘스 정의여고점,0,0,
시옫케이크,0,0,
고향식당,1.0,1,
걸작떡볶이치킨 서울쌍문창동점,4.0,4,
혜화면옥,2.4,16,"#혼밥, #제로페이"
두레통닭 쌍문역점,4.0,1,
파스타라이크,0,0,
마녀들의떡볶이,5.0,1,#제로페이
김밥나라 쌍문점,4.2,5,#제로페이
최고당돈가스 쌍문역점,2.2,16,"#혼밥, #제로페이"
할배골,3.9,17,"#쌍문동맛집, #쌍문맛집, #쌍문보쌈, #쌍문역맛집, #쌍문역보쌈"
2nd meal,5.0,2,
정담뚝배기,5.0,4,#혼밥
덩어리 쌍문본점,3.6,21,#카카오페이
별난주점 쌍문역점,5.0,2,"#술한잔하기좋은, #스몰비어, #혼술"
쌍문수산,0,0,
나폴리109,4.7,26,#제로페이
도시피자 쌍문점,0,0,
구룡포 자연산물회막회,0,0,
햇쌀떡케이크,0,0,"#도봉떡케이크맛집, #수유떡케이크맛집, #쌍문역떡케이크, #창동상견례케이크, #햇쌀떡케이크, #상견례, #케이크주문제작"
함스브로트과자점,4.0,52,"#백년가게, #노포, #제로페이"
원숭이마라탕 본점,4.8,5,#혼밥
1988쌍문한식뷔페,0,0,
쿠리야 쌍문점,4.2,5,"#분위기좋은, #심야식당, #혼술, #제로페이"
추억라이브클럽,0,0,
얼음왕국 쌍문332호점,0,0,"#카카오페이, #제로페이"
태림산채정식,3.8,36,"#안심식당, #건강식, #봄제철음식, #친목모임, #제로페이"
스시제이,3.9,9,"#점심식사, #혼밥, #제로페이"
예쁜손김밥,5.0,3,#제로페이
쌍문동 즉석우동,5.0,23,"#혼밥, #제로페이"
이용선칡냉면,4.6,38,#제로페이
거성숯불생고기,5.0,2,#제로페이
금계통닭 쌍문시장점,5.0,2,#제로페이
대원떡집,0,0,#제로페이
밥도둑술도둑쭈꾸미,5.0,8,"#봄제철음식, #점심식사"
쌍문양꼬치양갈비,4.2,17,"#안심식당, #제로페이"
소문난순대국,0,0,
유명한빵집,5.0,1,#제로페이
쌍도식당,5.0,2,
노박사왕족발,3.0,2,"#카카오페이, #제로페이"
부산어묵,0,0,
명동칼국수,5.0,5,#제로페이
2튀김,0,0,"#혼밥, #제로페이"
59쌀피자 쌍문역점,3.5,2,#제로페이
웰빙꼬마김밥,5.0,3,#제로페이
픽미픽미아이스 도봉쌍문점,0,0,
뚜껑집부대찌개,0,0,#제로페이
백씨수산,0,0,
능이마을 오리백숙 쌍문점,4.0,5,#이동약자접근
스시모토,4.6,19,"#안심식당, #제로페이"
분식명가 쌍문동 꼬마김밥,0,0,#제로페이
와우분식,0,0,#제로페이
반했닭 쌍문점,0,0,
옛날통닭반했닭,0,0,
올리브스낵,0,0,
술이술술,0,0,
솥뚜껑배달삼겹,0,0,
보쌈주는쟁반막국수,0,0,
종가집할매보쌈족발,0,0,#제로페이
BBQ 쌍문중앙점,2.6,10,"#배달, #제로페이"
모두의피자 쌍문점,2.6,5,"#가족모임, #제로페이"
오리마을 숯불회전구이 도봉점,2.6,13,"#안심식당, #가족모임, #회식장소, #제로페이"
찰리네맥주집 덕성여대점,1.0,2,#제로페이
꽃동네한식뷔페,1.0,1,"#아침식사, #점심식사, #한식뷔페, #제로페이"
농협한우 생고기전문점,0,0,
김밥천국 쌍문1호점,3.0,6,"#안심식당, #제로페이"
외계인피자 쌍문점,5.0,2,
락궁 본점,3.1,12,#제로페이
호프광장,5.0,1,#제로페이
다몬초밥,4.7,17,"#아담한, #점심식사, #혼밥, #제로페이"
더탑김밥떡볶이 우이점,3.4,7,#제로페이
조은후레쉬포크 쌍문본점,0,0,#제로페이
돈오다,5.0,1,#점심특선
춘식이쭈꾸미,5.0,1,
깡돈 수유점,4.0,4,#제로페이
명가통닭 수유점,5.0,3,#제로페이
숯불구이족발꾸이족,5.0,1,#제로페이
참맛설렁탕,5.0,2,"#갈비탕, #강북구설렁탕, #서울키즈오케이존, #수유맛집, #수유설렁탕, #제로페이"
두손면가,5.0,2,"#건강식, #전통음식, #제로페이"
성심분식,5.0,2,#제로페이
차이홍,4.4,9,"#안심식당, #제로페이"
강영숙봉평메밀촌,4.5,2,
꼬기만땅 점보비빔밥 수유점,5.0,1,
또봉이통닭 서울광산사거리점,0,0,#제로페이
드럼통참숯불생고기 수유골,0,0,
군닭발 본점,0,0,#제로페이
크래미김밥우동집,4.1,13,"#김밥, #맛집, #연어, #우동, #크래미김밥우동집, #혼밥, #카카오페이, #제로페이"
버블데이,0,0,
소문난짜장짬뽕,4.0,4,"#노포, #제로페이"
잔치국수,0,0,
만월케이크,0,0,"#레터링케이크, #수제케이크"
도로시파스타연정 수유쌍문점,0,0,"#카카오페이, #제로페이"
할머니허파곱창,0,0,"#노포, #혼술"
파티,0,0,
호프테라스,0,0,
거기로와전기구이통닭&커피,0,0,
솔밭숯불갈비,4.2,11,"#서울키즈오케이존, #가족모임, #점심식사, #혼밥"
못말리는파닭 수유점,0,0,
꼬치 & 오뎅,0,0,
웰빙옹심이 메밀칼국수,4.3,12,#건강식
취바,5.0,1,#노포
신의주찹쌀순대 창동역점,3.0,14,"#혼밥, #제로페이"
칸베이커리 창동점,0,0,
에그구구,0,0,
샹츠마라 창동점,3.7,18,"#이동약자접근, #혼밥, #제로페이"
돼지네삼겹살,4.0,4,"#안심식당, #제로페이"
공감떡집,0,0,#제로페이
북촌통닭,0,0,#제로페이
맷돌손두부,0,0,
진영칼국수&해물찜,3.3,10,#혼밥
찰리네맥주집 창동역점,3.8,4,"#간맥, #분위기좋은, #세계맥주, #수제맥주, #친목모임, #혼술, #제로페이"
창동칼국수,0,0,#제로페이
남원전통추어탕,3.8,6,#제로페이
우미곰탕,0,0,
수라보쌈,0,0,
단지족발 창동점,0,0,
블랙베어 창동점,2.5,2,#제로페이
창동닭한마리,3.1,20,"#노포, #점심식사, #제로페이"
해지개,3.0,1,"#이국적인, #한옥스타일"
콩디망,0,0,#제로페이
삼 형제김밥 창동점,5.0,2,#제로페이
피자스쿨 창5동점,5.0,5,#제로페이
창동두리네곱창전문점,3.1,26,#제로페이
삼겹포차,0,0,"#카카오페이, #제로페이"
,41,,
밀방떡 창동점,0,0,
영철아,4.0,2,"#간맥, #빈티지분위기, #세계맥주, #술한잔하기좋은, #스몰비어, #피맥, #혼술, #제로페이"
강명수아저씨네 창동본점,5.0,2,#제로페이
성원집,5.0,2,#제로페이
황구네보신탕,0,0,
BHC치킨 창동점,3.8,9,#제로페이
감포면옥,4.3,16,"#가족모임, #노포, #아침식사, #친목모임, #회식장소, #제로페이"
자갈치생선구이,0,0,#제로페이
반올림피자 도봉점,3.0,2,#제로페이
응응스크르 서울쌍문2호점,5.0,1,
원성반점,3.8,22,"#노포, #제로페이"
빈대떡포장마차,0,0,
순이네반찬집,3.7,3,#제로페이
엠지피자,0,0,
엄마손감자탕,0,0,#제로페이
치킨매니아 쌍문점,4.8,5,#제로페이
미각,4.4,5,#제로페이
,31,,
진돌이포차,3.0,4,#경양식요리
소담,0,0,
충북신이동갈비,0,0,#제로페이
파리바게뜨 쌍문초교점,5.0,3,"#카카오페이, #제로페이"
시우네2.5닭갈비,4.8,12,"#안심식당, #점심특선, #제로페이"
춘천집2.5닭갈비,5.0,6,"#점심식사, #점심특선"
동네포차,0,0,
꿩짬뽕,4.0,1,
담꾸요누룽지스낵,0,0,
평양왕만두칼국수,5.0,1,"#노포, #혼밥, #제로페이"
둘리스넥,5.0,1,#제로페이
따스한곱창 쌍문점,5.0,1,#제로페이
남촌감자탕,5.0,1,#제로페이
타코로 쌍문초점,0,0,
햇살분식,0,0,#혼밥
초원갈비,0,0,#제로페이
오부장족발,0,0,#혼밥
88옛날통닭 쌍문점,0,0,#제로페이
화이트아이스크림,0,0,
행촌,5.0,2,#제로페이
TMB숯불닭바베큐 쌍문점,0,0,#제로페이
명가돈까스,3.0,2,#제로페이
원조막국수,4.1,12,
맥켄치킨 쌍문1지점,5.0,4,#제로페이
맥켄호프,4.8,5,
함흥골,5.0,3,#제로페이
돈파파,0,0,
고요히,0,0,#카카오페이
항아리밥상,0,0,
덮밥든아재,0,0,
달보드레,0,0,
곰보냉면,2.8,33,"#노포, #제로페이"
도원식당,0,0,#노포
추억의뻥튀기방앗간,0,0,
국수한끼,0,0,
한가득부대찌개,5.0,1,"#카카오페이, #제로페이"
새벽길빨간오뎅,1.0,1,
큐브,0,0,
미스터부엌,5.0,2,#제로페이
알쭈 창동점,0,0,
프리미엄 버거바이트,0,0,
창동회센터,4.2,5,#안심식당
꿀소담랩,0,0,
큰집닭강정 창동직영점,3.2,17,
스시안,3.3,16,"#점심식사, #혼밥, #제로페이"
대관령감자옹심이,2.6,28,
생고기전문점,5.0,1,
BBQ 창동점,2.2,5,
소통애 본점,4.3,9,"#가족모임, #친목모임, #제로페이"
소통애 창동직영점,0,0,#제로페이
함스이자카야,0,0,
해피돈,5.0,1,#제로페이
동해세수대야동태탕 창동점,4.0,4,"#이동약자접근, #제로페이"
도미노피자 쌍문점,2.4,19,
자가제빵선명희피자 창동점,4.9,19,#제로페이
옆집떡볶이 쌍문점,5.0,1,#카카오페이
육깨비,5.0,4,"#술한잔하기좋은, #혼술, #제로페이"
인생맥주,3.0,2,
샌드위치날에&트리킹즈커피 창동점,0,0,#제로페이
착한두마리치킨,0,0,
깁밥이랑,0,0,
청년덮밥&뼈해장국 본점,4.3,6,
누메로755,5.0,5,"#다이닝레스토랑, #브런치카페, #카카오페이, #제로페이"
호호분식,4.1,38,"#노포, #제로페이"
선한포케,5.0,1,"#도봉구맛집, #샐러드맛집, #쌍문맛집, #연어포케, #포케맛집, #제로페이"
파란하늘,3.7,6,#제로페이
센스꽃다발,0,0,
삼거리시장국수 서울도봉쌍문점,5.0,1,
정의분식,5.0,1,"#노포, #제로페이"
전설의떡볶이떡신,0,0,
유원보리밥,0,0,#안심식당
지순이네고기집,0,0,
고래맥주창고 창동점,0,0,"#세계맥주, #제로페이"
제주애육당 창동점,4.0,6,"#데이트코스, #친목모임, #회식장소, #제로페이"
명인곱도리탕,0,0,
포킹,4.9,9,#카카오페이
만족오향족발 창동점,5.0,2,#제로페이
명인소곱창 본점,4.1,9,
3km,0,0,
달밤포차,5.0,2,
누구나홀딱반한닭 창동점,0,0,
회프로,1.0,2,"#친목모임, #회식장소, #카카오페이, #제로페이"
긴자료코 창동점,4.0,23,"#안심식당, #경양식요리, #혼밥, #카카오페이"
차돌집,3.7,6,"#노포, #제로페이"
해등로139,5.0,2,"#안심식당, #점심식사, #정육식당, #제로페이"
미분당 창동점,5.0,9,#혼밥
뚱스밥버거,0,0,#혼밥
고메즈 2호점,4.3,6,#혼술
서울숯불막창구이,0,0,
꽃돼지춘천닭갈비,4.0,5,"#안심식당, #점심식사, #제로페이"
일만족발 쌍문본점,2.8,6,
진미빈대떡,5.0,2,"#낮술하기좋은, #제로페이"
핫족 쌍문점,0,0,
방앗골숯불닭갈비 본점,5.0,2,#제로페이
안녕하송 쌍문점,4.8,4,#제로페이
가마치통닭 서울쌍문점,5.0,3,"#카카오페이, #제로페이"
포차더쎈 쌍문점,5.0,2,#제로페이
기름냄새,4.7,9,"#데이트코스, #제로페이"
우리동네행복한고기마을,0,0,#제로페이
바다세상,0,0,
철수네조개일번지,5.0,2,#제로페이
처갓집양념치킨 쌍문점,3.7,3,#제로페이
스시화 도봉,1.0,1,#제로페이
피자알볼로 창동쌍문점,4.3,6,
더김밥,0,0,
찍어떡볶이,0,0,
웰빙전집,0,0,
선떡여왕,5.0,1,"#상견례, #제로페이"
라이스볼 쌍문점,0,0,"#혼밥, #제로페이"
일행떡볶이닭강정 쌍문점,3.7,3,#제로페이
대박닭꼬치,0,0,
응응스크르,5.0,1,"#카카오페이, #제로페이"
종로김밥 쌍문점,4.0,3,"#혼밥, #제로페이"
BBQ 쌍문행복점,2.1,15,#제로페이
봉구스밥버거 선덕고점,5.0,5,#제로페이
버블탕후루 쌍문점,5.0,1,
원킹떡볶이,2.4,7,#제로페이
손맛단지,5.0,2,#제로페이
맛자랑식당,4.9,9,
제너시스에프앤비 덕성여대점,0,0,"#카카오페이, #제로페이"
리드브레드 창동점,3.9,10,#제로페이
멸치국수,0,0,"#점심식사, #혼밥, #제로페이"
정거장숯불바베큐 창동본점,1.0,1,"#노포, #제로페이"
파리바게뜨 창동제일점,2.0,3,"#카카오페이, #제로페이"
고기싸롱 도봉보건소사거리점,3.6,5,"#고기뷔페, #카카오페이"
조마루감자탕 쌍문점,2.9,14,"#혼밥, #제로페이"
포유,4.1,13,"#혼밥, #카카오페이, #제로페이"
보배곱창,4.6,17,#제로페이
명품한우,5.0,1,"#노포, #정육식당, #제로페이"
이루다,0,0,"#분위기좋은, #혼술"
옥돌전기구이통닭,3.7,3,
치킨주막 쌍문점,0,0,#제로페이
한양칼국수,4.7,7,#제로페이
곱창이곱풀때,5.0,4,#제로페이
순돌이네연탄집,0,0,
쌍문삼겹살,5.0,2,
쭈꾸삼겹,0,0,
광주오리탕,0,0,
청양상회,5.0,3,#제로페이
청양상회 쌍문점,0,0,#혼밥
문어조개명가,4.3,4,#제로페이
강원축산 생고기정육식당,0,0,"#정육식당, #제로페이"
쉐프윤찹쌀꽈배기고로케 쌍문점,2.0,1,"#카카오페이, #제로페이"
678치킨 쌍문1호점,5.0,1,
불닭킹불닭발 쌍문한양점,5.0,1,"#이동약자접근, #혼술"
앗싸곱창 쌍문점,4.1,10,#제로페이
해피떡볶이,0,0,
린차이나,5.0,1,
황금코다리 쌍문점,3.4,23,"#가족모임, #막걸리무한리필, #점심특선, #친목모임, #제로페이"
동대문엽기떡볶이 쌍문점,4.0,12,#제로페이
충무김밥 쌍문점,5.0,2,#제로페이
부뚜막,2.6,5,"#안심식당, #제로페이"
파리바게뜨 방학선덕점,3.9,11,"#카카오페이, #제로페이"
쏭스핫도그 쌍문점,4.7,3,#제로페이
마라집 쌍문,5.0,1,"#카카오페이, #제로페이"
부리또인 방학점,4.1,7,
삼각지붕에화덕피자,4.6,10,"#안심식당, #점심식사, #제로페이"
고향손칼국수,5.0,1,#제로페이
안젤로,0,0,#제로페이
에바돈가츠 도봉구쌍문점,3.5,13,"#혼밥, #제로페이"
고기완자부대전골,5.0,1,"#봄제철음식, #혼밥"
픽미픽미아이스 도봉쌍문에벤에셀점,5.0,2,"#카카오페이, #제로페이"
김가네 방학점,4.8,9,"#혼밥, #제로페이"
얼음왕국 도봉149호점,5.0,1,"#카카오페이, #제로페이"
면발의정석,5.0,1,
오렌지몽키파스타피자 도봉점,0,0,
떡고을,0,0,#제로페이
가정식백반한식,0,0,
로사안젤라,0,0,
이밤동먹거리 2호점,5.0,1,
림스치킨 쌍문점,3.4,5,#제로페이
알바트로스,4.0,1,
맥시칸치킨 초당점,3.7,3,#제로페이
우성식당,0,0,
정정당당,0,0,
우리밀과자점 해밀,5.0,1,"#수제케이크, #제로페이"
연해생선구이전문점,3.0,3,
등촌샤브칼국수 창동역점,3.8,16,"#카카오페이, #제로페이"
돼지제국,2.4,5,"#점심식사, #회식장소, #제로페이"
제주마을,0,0,
청춘을담은 청담 창동점,1.0,2,#제로페이
자담치킨 서울창동점,2.3,9,#제로페이
냉면쟁이고기꾼 서울도봉창동점,0,0,
신동궁식당,0,0,
사이공본가 쌍문점,4.8,11,"#안심식당, #혼밥, #제로페이"
어라진,4.0,2,"#노포, #친목모임, #회식장소, #제로페이"
KLP푸드 도봉점,0,0,
피자벨리,3.7,3,
쌍문동 비빔밥,5.0,3,
밀벗칼국수,4.7,15,#제로페이
김양마라탕,0,0,
국수나무 쌍문점,3.3,7,"#혼밥, #카카오페이, #제로페이"
노가리천원포차 쌍문점,4.0,1,
마리네김밥,0,0,#카카오페이
남원추어탕,4.6,8,"#안심식당, #전통음식, #점심식사"
차이나타운 본점,2.9,7,"#점심식사, #혼밥, #제로페이"
코끼리곱창,5.0,5,#제로페이
족발의장인족장 쌍문점,3.4,7,#제로페이
청기와떡방,0,0,#제로페이
미스테이크,4.2,6,"#안심식당, #제로페이"
꼬꼬스토리 쌍문점,4.8,9,#제로페이
복진해물잔치마당,4.0,17,"#가족모임, #점심식사, #친목모임, #회식장소, #제로페이"
돌깨마을맷돌순두부 쌍문점,4.2,10,"#혼밥, #제로페이"
라와마라탕 쌍문점,5.0,1,
우럼마왕만두 쌍문점,5.0,2,#제로페이
포비엣,5.0,11,
함지성,0,0,
삼천포바다장어구이,4.2,6,"#노포, #제로페이"
마당숯불바베큐치킨,0,0,#제로페이
찰리네맥주집2,5.0,1,"#간맥, #세계맥주, #제로페이"
1번지 옛날 통닭 신동아 방학점 (방학15점),5.0,4,
BHC치킨 방학신동아점,3.0,6,#제로페이
리우브라질,4.4,9,
치킨매니아 방학1호점,3.7,3,#제로페이
행운마차 3호점,4.8,11,"#이동약자접근, #제로페이"
은행나무집참봉평메밀,4.6,16,#제로페이
문까페,0,0,
옵션 창동점,1.0,1,
명품찹쌀꽈배기&찹쌀핫도그,5.0,5,
창골생삼겹살 본점,4.3,12,"#이동약자접근, #제로페이"
정담초밥 창동점,4.5,19,"#혼밥, #제로페이"
야호마라탕,3.8,6,"#혼밥, #제로페이"
역전할머니맥주 서울도봉보건소사거리점,3.0,1,#제로페이
본만두 쌍문점,3.0,5,"#점심특선, #친목모임, #회식장소, #제로페이"
의정부부대찌개,4.0,9,"#안심식당, #제로페이"
명품이층집,5.0,2,"#점심식사, #점심특선"
착한부대찌개 쌍문2호점,4.0,1,"#혼밥, #제로페이"
최서방갈비,0,0,
도마다리 뼈다귀전문점,3.3,27,#제로페이
수유리우동집 쌍문직영점,2.8,15,#제로페이
계단집,0,0,
와플대학 쌍문캠퍼스,5.0,6,"#카카오페이, #제로페이"
연하선술,5.0,4,#제로페이
코코호도 쌍문점,4.8,5,#제로페이
수복식당,1.0,1,
사이코우스시 쌍문점,3.0,75,#제로페이
파리바게뜨 쌍문신원점,2.5,4,"#카카오페이, #제로페이"
보배반점 쌍문점,3.3,16,"#혼밥, #카카오페이, #제로페이"
타코비 쌍문점,4.0,1,#제로페이
쌍문냉삼,3.7,6,#카카오페이
앤드 쌍문점,0,0,#제로페이
행복한닭강정,4.7,10,
시소,4.8,4,#제로페이
전그리고반전,0,0,
뚜레쥬르 도봉쌍문점,2.3,3,"#카카오페이, #제로페이"
빽보이피자 쌍문점,5.0,3,#카카오페이
타코야퀸 쌍문점,5.0,3,
버거킹 쌍문점,3.6,37,"#이동약자접근, #혼밥, #카카오페이"
금강산식후경,3.0,1,#제로페이
서양국시,4.3,21,#혼밥
혼돈돈까스 본점,3.4,14,#제로페이
요술통,0,0,#혼술
배스킨라빈스 쌍문점,3.0,10,"#카카오페이, #제로페이"
바이젠비어,3.0,1,"#수제맥주, #스몰비어, #피맥, #혼술, #제로페이"
최고성,4.3,8,#제로페이
오돌닭발,0,0,
달콤 왕가탕후루 쌍문점,0,0,"#제철과일, #탕후루"
와우숯불구이,0,0,
왕가탕후루,0,0,
더원브레드,0,0,
원주추어탕,3.5,13,
예가만두,4.7,20,#제로페이
이종구낙지세상,3.6,9,"#점심식사, #카카오페이, #제로페이"
방학동포차마을,5.0,9,"#노원맛집, #도봉구맛집, #방학동맛집, #창동맛집, #포장마차, #대형스크린"
파인트리스텀프,4.4,18,"#이동약자접근, #코스요리"
세종가든,5.0,12,"#가족모임, #건강식, #친목모임, #제로페이"
하노이빈 방학직영점,3.4,17,"#가족모임, #친목모임, #제로페이"
가든포차,4.5,2,
고려가든,4.4,8,
숲,0,0,#제로페이
대만오빠,4.3,17,"#대만요리, #대만음식, #루로우판, #우육면, #파이구판, #대만가정식, #혼밥, #카카오페이, #제로페이"
귀한족발 쌍문점,3.9,11,"#귀한족발쌍문점, #쌍문맛집, #쌍문보쌈, #쌍문족발, #쌍문회식, #카카오페이, #제로페이"
뽀빠이장작구이 창동본점,4.6,5,#제로페이
오가다 창동점,0,0,#제로페이
모듬전 고추튀김,0,0,#제로페이
맛뜨래,4.0,1,#제로페이
오꼬꼬치킨 쌍문점,0,0,#제로페이
24시전주명가콩나물국밥 쌍문점,4.3,9,#점심식사
방가네소고기국밥 쌍문점,0,0,
밥꼬찜닭&밥꼬콩불 노원DV점,0,0,
지코바 쌍문점,2.7,7,
쌍문동꽈배기BY꽈백최선생,3.1,12,#제로페이
순수밀칼국수,0,0,
토스트유 쌍문본점,0,0,#제로페이
곱떡치떡&찜꽁찜닭(쌍문 방학점),0,0,
골목통통,5.0,1,#제로페이
신짬뽕,1.0,4,"#점심식사, #제로페이"
정희김밥,5.0,2,
어반104,5.0,1,#혼술
전설의바베큐,2.7,3,#제로페이
족발야시장 쌍문점,4.3,6,"#가족모임, #친목모임, #회식장소, #제로페이"
골목순대국,3.2,25,"#혼밥, #제로페이"
플러스플러스 명품한우마을 쌍문점,0,0,
피자에땅 쌍문점,0,0,#제로페이
대려도,0,0,#제로페이
고루모도시락 도봉보건소점,0,0,"#점심식사, #제로페이"
두찜 도봉쌍문점,3.2,6,"#점심식사, #친목모임, #혼밥"
용,0,0,
문어주,3.9,14,"#국내산홍어, #쌍문동맛집, #국내산문어숙회, #문어삼합사합, #보쌈맛집, #이동약자접근, #제로페이"
뽀꾸찌,0,0,#제로페이
한지식당,0,0,
대박집소갈비살,4.9,9,#제로페이
은사즉석떡볶이 쌍문점,5.0,4,#제로페이
육칠팔팔,4.8,6,#제로페이
오늘도전,0,0,
스타일,0,0,
공릉동닭한마리,4.7,10,"#점심특선, #카카오페이, #제로페이"
본죽&비빔밥cafe 쌍문점,1.8,24,"#죽전문점, #제로페이"
맘스터치 쌍문세라믹점,3.1,19,"#이동약자접근, #카카오페이, #제로페이"
청담,3.3,3,"#분위기좋은, #술한잔하기좋은, #친목모임"
현방오백소갈비살 쌍문직영점,4.3,8,#제로페이
조연출,5.0,3,#점심특선
요리비아구찜,5.0,1,"#안심식당, #점심식사"
파삼솥뚜껑삼겹살 쌍문점,4.5,19,"#솥뚜껑삼겹살, #쌍문맛집, #파삼, #이동약자접근, #제로페이"
송림각,2.3,6,"#안심식당, #제로페이"
꼴통집,5.0,3,#제로페이
덤덤피자 방학점,0,0,
심한박,4.2,6,"#가족모임, #정육식당, #혼밥, #제로페이"
브레쉬에비뉴 방학점,3.6,25,"#디저트카페, #베이커리카페, #유기농재료, #카카오페이, #제로페이"
용기사식당,5.0,3,"#안심식당, #혼밥, #제로페이"
맥주맛을아는남자,5.0,1,"#안심식당, #세계맥주, #수제맥주, #피맥, #제로페이"
수유냉면,4.5,6,"#카카오페이, #제로페이"
일심해장국 방학점,3.7,19,#제로페이
호식이두마리치킨 방학중앙점,0,0,#제로페이
피플호프,5.0,1,
곤지암할매소머리국밥,0,0,"#안심식당, #제로페이"
명품한우천둥소리,2.5,4,"#안심식당, #가족모임, #아침식사, #친목모임, #제로페이"
호아퐁 방학점,3.0,4,"#가족모임, #가족행사, #건강식, #제로페이"
보리보리 본점,1.0,2,
삼보수제갈비,0,0,"#가족모임, #친목모임, #카카오페이, #제로페이"
원뎅이골,4.7,3,"#가족모임, #애견동반식당, #친목모임, #제로페이"
최고집칼국수 방학점,2.3,46,#제로페이
홍가네풍천장어,3.6,21,"#친목모임, #회식장소"
대문,3.5,38,"#가족모임, #가족행사, #상견례, #앤틱한, #친목모임, #코스요리, #회식장소, #제로페이"
처갓집양념치킨 방학점,0,0,
씨앗플러스&한우투뿔스테이크하우스,3.0,6,"#북카페, #제로페이"
레인보우샐러드,5.0,4,"#건강식, #제로페이"
599버거,4.0,21,"#빈티지분위기, #제로페이"
타즈스시,3.0,2,"#혼밥, #혼술, #카카오페이, #제로페이"
석관동떡볶이 쌍문점,0,0,
수락골흑염소,4.3,3,"#가족모임, #친목모임, #혼밥, #회식장소, #제로페이"
떡이야기,0,0,#제로페이
BBQ 쌍문점,3.2,5,#제로페이
꽃이피는밤,4.6,9,#혼술
협동조합맘스쿡,0,0,
함께밥상 한식뷔페 쌍문점,3.9,7,"#안심식당, #출장뷔페, #한식뷔페, #혼밥, #제로페이"
푸라닭치킨 쌍문점,2.3,3,#제로페이
흑도야지생고기,4.5,2,"#점심식사, #제로페이"
명물의정부부대찌개,1.0,1,#제로페이
민들레김밥 쌍문홀씨점,4.9,9,#제로페이
교촌치킨 쌍문1호점,2.3,23,#제로페이
1번지통닭 도봉쌍문점,4.7,3,#제로페이
최가네크레이지떡볶이 도봉점,0,0,
하이드,5.0,1,
봉미식당,5.0,1,#제로페이
유한베이커리,4.7,7,#제로페이
우리소육회마왕,0,0,#안심식당
아리아치킨돈까스,0,0,
삼성숯불갈비,3.3,30,"#안심식당, #노포, #제로페이"
봄가을,0,0,
88곱창전문,4.2,5,
바른치킨 방학신동아점,4.5,6,"#카카오페이, #제로페이"
형제참숯불갈비,4.3,7,"#점심식사, #제로페이"
윤짬뽕,4.2,39,"#안심식당, #점심특선, #제로페이"
죽이야기 방학점,3.3,3,#안심식당
시대우동김밥,4.7,16,"#가맥, #노포, #새벽술집, #제로페이"
피자스쿨 방학신동아점,4.3,4,
